
10	0.07
10	0.08
10	0.08
10	0.09
10	0.08
10	0.08
10	0.08
10	0.08
10	0.08
10	0.08
10	0.08
10	0.08
10	0.08
10	0.07
10	0.07
10	0.08
10	0.07
10	0.08
10	0.08
10	0.08
11	0.10
11	0.10
11	0.10
11	0.11
11	0.11
11	0.10
11	0.10
11	0.11
11	0.10
11	0.10
11	0.10
11	0.10
11	0.11
11	0.10
11	0.11
11	0.11
11	0.09
11	0.10
11	0.10
11	0.11
12	0.13
12	0.12
12	0.12
12	0.13
12	0.13
12	0.13
12	0.12
12	0.12
12	0.22
12	0.15
12	0.13
12	0.13
12	0.13
12	0.12
12	0.12
12	0.13
12	0.12
12	0.12
12	0.13
12	0.13
13	0.17
13	0.17
13	0.17
13	0.16
13	0.17
13	0.16
13	0.16
13	0.16
13	0.18
13	0.17
13	0.16
13	0.17
13	0.17
13	0.17
13	0.17
13	0.16
13	0.16
13	0.19
13	0.25
13	0.27
14	0.21
14	0.20
14	0.20
14	0.22
14	0.25
14	0.20
14	0.23
14	0.23
14	0.23
14	0.22
14	0.21
14	0.20
14	0.20
14	0.23
14	0.21
14	0.21
14	0.22
14	0.21
14	0.25
14	0.20
15	0.27
15	0.27
15	0.31
15	0.32
15	0.33
15	0.33
15	0.34
15	0.31
15	0.30
15	0.30
15	0.24
15	0.27
15	0.26
15	0.27
15	0.28
15	0.28
15	0.28
15	0.29
15	0.28
15	0.26
16	0.34
16	0.30
16	0.34
16	0.31
16	0.32
16	0.31
16	0.38
16	0.40
16	0.33
16	0.47
16	0.32
16	0.30
16	0.30
16	0.34
16	0.32
16	0.33
16	0.34
16	0.33
16	0.32
16	0.32
17	0.40
17	0.41
17	0.40
17	0.42
17	0.42
17	0.41
17	0.41
17	0.40
17	0.41
17	0.43
17	0.41
17	0.40
17	0.41
17	0.41
17	0.39
17	0.41
17	0.40
17	0.41
17	0.42
17	0.44
18	0.48
18	0.45
18	0.47
18	0.49
18	0.46
18	0.49
18	0.46
18	0.49
18	0.48
18	0.47
18	0.47
18	0.50
18	0.51
18	0.51
18	0.52
18	0.52
18	0.51
18	0.49
18	0.51
18	0.44
19	0.67
19	0.63
19	0.62
19	0.60
19	0.63
19	0.60
19	0.60
19	0.56
19	0.61
19	0.63
19	0.64
19	0.62
19	0.67
19	0.70
19	0.58
19	0.64
19	0.71
19	0.62
19	0.62
19	0.68
20	0.77
20	0.91
20	0.80
20	0.70
20	0.75
20	0.83
20	0.79
20	0.71
20	0.86
20	0.72
20	0.83
20	0.83
20	0.72
20	0.80
20	0.77
20	0.75
20	0.66
20	0.75
20	0.77
20	0.73
21	1.59
21	1.46
21	1.42
21	1.50
21	1.66
21	1.54
21	1.57
21	1.53
21	1.66
21	1.57
21	1.58
21	1.68
21	1.51
21	1.48
21	1.43
21	1.47
21	1.55
21	1.50
21	1.63
21	1.53
22	2.41
22	2.34
22	2.73
22	2.58
22	2.60
22	2.37
22	2.54
22	2.64
22	2.37
22	2.68
22	2.64
22	2.90
22	2.53
22	2.83
22	2.68
22	2.77
22	2.50
22	2.56
22	2.74
22	2.79
23	3.88
23	4.07
23	4.07
23	4.43
23	4.28
23	4.23
23	4.40
23	4.43
23	3.87
23	4.07
23	3.81
23	4.46
23	3.97
23	3.90
23	4.31
23	4.39
23	3.55
23	4.40
23	3.89
23	4.13
24	6.46
24	5.49
24	7.33
24	6.14
24	6.84
24	6.49
24	6.21
24	7.68
24	6.39
24	6.80
24	6.95
24	6.48
24	7.62
24	6.74
24	6.34
24	6.60
24	6.82
24	6.43
24	6.32
24	6.88
25	10.41
25	10.03
25	9.28
25	9.08
25	10.17
25	9.29
25	10.67
25	8.91
25	8.99
25	10.02
25	9.65
25	9.82
25	10.74
25	10.02
25	9.27
25	10.28
25	9.26
25	9.50
25	9.54
25	9.16
26	14.29
26	11.94
26	12.65
26	14.25
26	13.40
26	12.32
26	12.93
26	11.85
26	13.18
26	14.53
26	16.17
26	13.12
26	15.26
26	14.54
26	14.01
26	13.74
26	11.97
26	14.11
26	13.78
26	13.56
27	19.86
27	18.52
27	19.25
27	19.13
27	19.23
27	18.11
27	19.24
27	15.57
27	20.78
27	19.55
27	18.69
27	19.78
27	19.83
27	18.69
27	19.42
27	19.91
27	20.62
27	20.46
27	19.88
27	16.69
28	25.89
28	24.84
28	23.62
28	24.52
28	26.75
28	23.41
28	25.55
28	25.94
28	27.02
28	21.89
28	22.77
28	25.23
28	24.79
28	25.56
28	28.28
28	26.24
28	25.09
28	27.32
28	26.46
28	25.77
29	37.74
29	35.71
29	37.42
29	34.57
29	36.89
29	34.29
29	36.47
29	37.09
29	34.28
29	35.85
29	34.94
29	35.97
29	33.62
29	34.49
29	33.11
29	32.93
29	35.51
29	39.00
29	38.73
29	34.01
3	0.03
3	0.02
3	0.02
3	0.02
3	0.03
3	0.02
3	0.02
3	0.03
3	0.02
3	0.02
3	0.02
3	0.02
3	0.02
3	0.03
3	0.02
3	0.02
3	0.03
3	0.03
3	0.02
3	0.03
4	0.03
4	0.03
4	0.03
4	0.03
4	0.03
4	0.03
4	0.03
4	0.03
4	0.03
4	0.03
4	0.03
4	0.03
4	0.03
4	0.03
4	0.03
4	0.03
4	0.03
4	0.03
4	0.03
4	0.03
5	0.03
5	0.03
5	0.03
5	0.03
5	0.03
5	0.03
5	0.03
5	0.03
5	0.03
5	0.03
5	0.03
5	0.03
5	0.03
5	0.03
5	0.03
5	0.03
5	0.03
5	0.03
5	0.03
5	0.03
6	0.03
6	0.03
6	0.03
6	0.03
6	0.03
6	0.03
6	0.03
6	0.03
6	0.03
6	0.03
6	0.03
6	0.03
6	0.03
6	0.03
6	0.03
6	0.03
6	0.03
6	0.03
6	0.03
6	0.03
7	0.04
7	0.04
7	0.04
7	0.04
7	0.04
7	0.04
7	0.04
7	0.04
7	0.04
7	0.04
7	0.04
7	0.04
